training_seed,arm,scenario_seed,tx_ratio,discovery_rate,mean_delay_censored,neighbor_knowledge_recall,aligned_handshake_opportunities,step_reward_mean
29262711,D,33260717,0.5476666666666666,0.6,177.44444444444446,0.9444444444444444,36.0,0.03447240963578224
29262711,D,33260718,0.5536666666666666,0.5555555555555556,199.48888888888888,0.9333333333333333,37.0,0.030963541939854622
29262711,D,33260719,0.5493333333333333,0.5555555555555556,195.48888888888888,0.9555555555555556,27.0,0.03134121000766754
29262711,D,33260720,0.5486666666666666,0.5111111111111111,226.04444444444445,0.8888888888888888,30.0,0.02716854400932789
29262711,D,33260721,0.5543333333333333,0.5111111111111111,203.0888888888889,0.7666666666666667,37.0,0.02877930738031864
29262711,D,33260722,0.54,0.4,231.0888888888889,0.7222222222222222,25.0,0.022158944979310036
29262711,D,33260723,0.5473333333333333,0.4888888888888889,217.15555555555557,0.8,40.0,0.026834111660718918
29262711,D,33260724,0.5526666666666666,0.6444444444444445,211.48888888888888,0.9777777777777777,31.0,0.03381719812750816
29262711,D,33260725,0.5433333333333333,0.5777777777777777,190.75555555555556,0.9111111111111111,30.0,0.032574065029621124
29262711,D,33260726,0.547,0.5555555555555556,190.62222222222223,0.8333333333333334,28.0,0.03171076625585556
29262711,D,33260727,0.5483333333333333,0.4444444444444444,222.06666666666666,0.8444444444444444,33.0,0.024657877162098885
29262711,D,33260728,0.542,0.4444444444444444,215.53333333333333,0.7666666666666667,28.0,0.025202853605151176
29262711,D,33260729,0.5533333333333333,0.5111111111111111,222.15555555555557,0.7777777777777778,28.0,0.027474522590637207
29262711,D,33260730,0.5503333333333333,0.5111111111111111,210.93333333333334,0.8,42.0,0.028125671669840813
