slot,samples,candidate_count_mean_mean,positive_beam_recall_mean,empty_opportunity_exclusion_rate_mean,selected_candidate_compliance_mean,selected_undiscovered_beam_rate_mean,tx_fraction_mean
202,150,3.892,0.9841666666666666,0.838439694719037,1.0,0.005999999999999999,0.09999999999999998
203,150,3.8693333333333326,0.9841666666666666,0.8393855556506905,1.0,0.006666666666666667,0.11066666666666668
204,150,3.8733333333333335,0.9841666666666666,0.83921900717476,1.0,0.006000000000000001,0.12333333333333334
205,150,3.832,0.9833333333333333,0.8409017081175857,1.0,0.006,0.10199999999999998
206,150,3.829333333333333,0.9833333333333333,0.8410142317595211,1.0,0.005333333333333334,0.10266666666666666
207,150,3.8233333333333333,0.9833333333333333,0.8412650622009696,1.0,0.008000000000000002,0.10199999999999998
208,150,3.805333333333334,0.98,0.841965998423127,1.0,0.006,0.10733333333333332
209,150,3.7913333333333337,0.98,0.8425505028463652,1.0,0.004000000000000001,0.11666666666666667
210,150,3.7839999999999994,0.98,0.8428518089402935,1.0,0.004000000000000001,0.12400000000000001
211,150,3.761333333333333,0.98,0.843798591608163,1.0,0.006666666666666667,0.11466666666666667
212,150,3.7419999999999995,0.98,0.8445579406469237,1.0,0.004000000000000001,0.12733333333333335
213,150,3.7313333333333327,0.98,0.8450042644756004,1.0,0.007333333333333334,0.11799999999999997
214,150,3.7266666666666666,0.98,0.8452013045113743,1.0,0.007333333333333334,0.12533333333333332
215,150,3.719333333333334,0.98,0.8455040110640808,1.0,0.006666666666666667,0.11466666666666667
216,150,3.714,0.98,0.845682602376022,1.0,0.005333333333333334,0.11466666666666667
217,150,3.7039999999999993,0.98,0.8460999732791856,1.0,0.008000000000000002,0.11933333333333332
218,150,3.6893333333333325,0.9811111111111113,0.8466947724186009,1.0,0.007333333333333334,0.1113333333333333
219,150,3.6873333333333327,0.9811111111111113,0.8467797595207864,1.0,0.006666666666666667,0.12933333333333333
220,150,3.668,0.9811111111111113,0.8475846147962299,1.0,0.006000000000000001,0.128
221,150,3.6466666666666665,0.9811111111111113,0.8484706546822698,1.0,0.008000000000000002,0.12733333333333335
222,150,3.6513333333333335,0.9811111111111113,0.8482738280883844,1.0,0.008666666666666666,0.12400000000000001
223,150,3.6519999999999997,0.9811111111111113,0.8481965519802009,1.0,0.004666666666666667,0.12866666666666668
224,150,3.6479999999999997,0.9855555555555556,0.8484190195997274,1.0,0.005333333333333334,0.12199999999999998
225,150,3.646,0.9855555555555556,0.8484997373569158,1.0,0.004000000000000001,0.11666666666666667
226,150,3.6359999999999997,0.9855555555555556,0.8489182913205844,1.0,0.004666666666666667,0.13266666666666668
227,150,3.635333333333333,0.9855555555555556,0.8489456022449541,1.0,0.006666666666666667,0.13933333333333334
228,150,3.635333333333333,0.9855555555555554,0.8488855492943228,1.0,0.004666666666666667,0.12799999999999997
229,150,3.625999999999999,0.9838888888888888,0.849226965521831,1.0,0.004000000000000001,0.13666666666666666
230,150,3.6379999999999986,0.9838888888888888,0.8487262652417188,1.0,0.0033333333333333335,0.12466666666666669
231,150,3.6186666666666665,0.9855555555555554,0.8495584195723775,1.0,0.0033333333333333335,0.12266666666666666
232,150,3.6166666666666667,0.9872222222222221,0.8496709471706979,1.0,0.005333333333333334,0.1286666666666667
233,150,3.623333333333334,0.9872222222222221,0.8493460171987092,1.0,0.0033333333333333335,0.12999999999999998
234,150,3.6293333333333337,0.9872222222222221,0.8490964880085019,1.0,0.002666666666666667,0.13133333333333333
235,150,3.626000000000001,0.9872222222222221,0.8492360811338878,1.0,0.0033333333333333335,0.11799999999999997
236,150,3.6133333333333333,0.9872222222222221,0.8497196820202803,1.0,0.0033333333333333335,0.13466666666666668
237,150,3.6119999999999997,0.9872222222222221,0.8497752415322206,1.0,0.002666666666666667,0.128
238,150,3.61,0.9872222222222221,0.8498559712600091,1.0,0.005333333333333334,0.1406666666666667
239,150,3.589333333333334,0.9872222222222221,0.8506713307371334,1.0,0.0033333333333333335,0.13066666666666665
240,150,3.5939999999999994,0.9872222222222221,0.8504764233956656,1.0,0.002666666666666667,0.12133333333333333
241,150,3.5873333333333326,0.9872222222222221,0.8507544346001474,1.0,0.004000000000000001,0.13933333333333334
242,150,3.5980000000000003,0.9872222222222221,0.8503104609654959,1.0,0.0033333333333333335,0.12266666666666666
243,150,3.5960000000000005,0.9872222222222221,0.850394265108622,1.0,0.002666666666666667,0.14066666666666666
244,150,3.59,0.9872222222222221,0.850644498535326,1.0,0.0013333333333333335,0.13466666666666663
245,150,3.5940000000000007,0.9872222222222221,0.8504785441193717,1.0,0.002666666666666667,0.15399999999999997
246,150,3.594666666666667,0.9872222222222221,0.8504507663415939,1.0,0.0013333333333333335,0.14333333333333334
247,150,3.605333333333333,0.9872222222222221,0.8500046879102213,1.0,0.002666666666666667,0.13799999999999998
248,150,3.6133333333333333,0.9872222222222221,0.849674437006441,1.0,0.002666666666666667,0.15133333333333332
249,150,3.6140000000000003,0.9872222222222221,0.8496471260820713,1.0,0.0033333333333333335,0.14533333333333331
250,150,3.617333333333334,0.9866666666666667,0.8494602145943124,1.0,0.0013333333333333335,0.13599999999999998
251,150,3.625333333333333,0.9866666666666667,0.8491278228805647,1.0,0.002666666666666667,0.14533333333333334
252,150,3.628666666666668,0.985,0.8489435859089398,1.0,0.0006666666666666668,0.13799999999999998
253,150,3.6433333333333335,0.985,0.8483322453275094,1.0,0.002666666666666667,0.13666666666666666
254,150,3.639333333333334,0.985,0.8484993788475842,1.0,0.002666666666666667,0.14266666666666666
255,150,3.6473333333333327,0.985,0.8481655786608429,1.0,0.0013333333333333335,0.13333333333333333
256,150,3.655333333333333,0.985,0.8478324787542135,1.0,0.0020000000000000005,0.14400000000000002
257,150,3.655333333333333,0.9883333333333333,0.8478618905189194,1.0,0.002666666666666667,0.13
258,150,3.6713333333333336,0.9883333333333333,0.8471959241323649,1.0,0.0020000000000000005,0.15066666666666664
259,150,3.6913333333333336,0.9883333333333333,0.8463632910791435,1.0,0.0013333333333333335,0.14933333333333332
260,150,3.707333333333334,0.9883333333333333,0.8456966244124767,1.0,0.0020000000000000005,0.15
261,150,3.716666666666667,0.9883333333333333,0.845306801816772,1.0,0.0020000000000000005,0.15933333333333333
262,150,3.7293333333333334,0.9883333333333333,0.844778090332178,1.0,0.0033333333333333335,0.15933333333333333
263,150,3.7380000000000004,0.9883333333333333,0.8444160455142509,1.0,0.0020000000000000005,0.15266666666666664
264,150,3.7513333333333336,0.9883333333333333,0.8438607233853993,1.0,0.0020000000000000005,0.15800000000000003
265,150,3.7733333333333334,0.9883333333333333,0.8429442901454365,1.0,0.0020000000000000005,0.14733333333333334
266,150,3.7973333333333334,0.9883333333333333,0.8419435898653246,1.0,0.0033333333333333335,0.15933333333333333
267,150,3.8073333333333337,0.9883333333333333,0.8414800083875357,1.0,0.0020000000000000005,0.16933333333333334
268,150,3.814,0.9883333333333333,0.841202230609758,1.0,0.0013333333333333335,0.16733333333333333
269,150,3.825333333333334,0.9916666666666667,0.8407566032062542,1.0,0.0020000000000000005,0.1706666666666667
270,150,3.82,0.995,0.8410068366329583,1.0,0.0013333333333333335,0.16066666666666668
271,150,3.8213333333333335,0.995,0.8409519813575147,1.0,0.002666666666666667,0.15466666666666665
