episode,process_cpu_percent,rss_mb,slot,system_available_mb,system_memory_percent,training_step,run,algorithm,network,reward_version,env_protocol,node_count,beam_count,azimuth_cells,elevation_cells,slot_duration_ms
17,,1981.75,299,14782.578125,54.35450170244582,5400,train_n10_b10_isac_mappo_scalegraph_beam_300slot,isac_mappo,scalegraph_beam,legacy,isac_structured_marl,10,648,36,18,5.0
18,,2066.0703125,99,16684.046875,48.48316533222269,5500,train_n10_b10_isac_mappo_scalegraph_beam_300slot,isac_mappo,scalegraph_beam,legacy,isac_structured_marl,10,648,36,18,5.0
18,,2066.0703125,199,16674.48828125,48.51268026331612,5600,train_n10_b10_isac_mappo_scalegraph_beam_300slot,isac_mappo,scalegraph_beam,legacy,isac_structured_marl,10,648,36,18,5.0
18,,2066.078125,299,16681.17578125,48.49203066706277,5700,train_n10_b10_isac_mappo_scalegraph_beam_300slot,isac_mappo,scalegraph_beam,legacy,isac_structured_marl,10,648,36,18,5.0
19,,2030.58984375,99,16813.8125,48.08247632081126,5800,train_n10_b10_isac_mappo_scalegraph_beam_300slot,isac_mappo,scalegraph_beam,legacy,isac_structured_marl,10,648,36,18,5.0
19,,2030.58984375,199,16672.96875,48.517372256857335,5900,train_n10_b10_isac_mappo_scalegraph_beam_300slot,isac_mappo,scalegraph_beam,legacy,isac_structured_marl,10,648,36,18,5.0
19,,2030.59375,299,16849.8671875,47.97114701390797,6000,train_n10_b10_isac_mappo_scalegraph_beam_300slot,isac_mappo,scalegraph_beam,legacy,isac_structured_marl,10,648,36,18,5.0
0,,303.375,99,18323.27734375,43.42156572910021,100,train_n10_b10_isac_mappo_scalegraph_beam_collision_topology_300slot,isac_mappo,scalegraph_beam,collision_topology,isac_structured_marl,10,648,36,18,5.0
0,,322.3046875,199,18279.1875,43.55770591187568,200,train_n10_b10_isac_mappo_scalegraph_beam_collision_topology_300slot,isac_mappo,scalegraph_beam,collision_topology,isac_structured_marl,10,648,36,18,5.0
0,,341.48046875,299,18180.57421875,43.86220302485224,300,train_n10_b10_isac_mappo_scalegraph_beam_collision_topology_300slot,isac_mappo,scalegraph_beam,collision_topology,isac_structured_marl,10,648,36,18,5.0
