method,method_label,training_step,reward_200step_mean
clean_stable,Clean CTDE + stable reward,2126,0.000735344214408577
clean_stable,Clean CTDE + stable reward,2151,0.0032940682797198283
clean_stable,Clean CTDE + stable reward,2176,0.005870058614746116
clean_stable,Clean CTDE + stable reward,2201,0.0058883086172864165
clean_stable,Clean CTDE + stable reward,2226,0.008462333659263126
clean_stable,Clean CTDE + stable reward,2251,0.012884925778198551
clean_stable,Clean CTDE + stable reward,2276,0.012951675779695533
clean_stable,Clean CTDE + stable reward,2301,0.015096603860147322
clean_stable,Clean CTDE + stable reward,2326,0.015134803860273702
clean_stable,Clean CTDE + stable reward,2351,0.012646079800833855
clean_stable,Clean CTDE + stable reward,2376,0.010163089469060676
clean_stable,Clean CTDE + stable reward,2401,0.010152539468399504
clean_stable,Clean CTDE + stable reward,2426,0.00810348582992449
clean_stable,Clean CTDE + stable reward,2451,0.006354409543564564
clean_stable,Clean CTDE + stable reward,2476,0.00891202455473833
clean_stable,Clean CTDE + stable reward,2501,0.009105200800331677
clean_stable,Clean CTDE + stable reward,2526,0.009045200797409073
clean_stable,Clean CTDE + stable reward,2551,0.017493486528037484
clean_stable,Clean CTDE + stable reward,2576,0.017500436525915593
clean_stable,Clean CTDE + stable reward,2601,0.019207464499813812
clean_stable,Clean CTDE + stable reward,2626,0.016573098732369566
clean_stable,Clean CTDE + stable reward,2651,0.013986032902794272
clean_stable,Clean CTDE + stable reward,2676,0.011476017887434888
clean_stable,Clean CTDE + stable reward,2701,0.01102718055084554
clean_stable,Clean CTDE + stable reward,2726,0.013636005045227672
clean_stable,Clean CTDE + stable reward,2751,0.005112119314544568
clean_stable,Clean CTDE + stable reward,2776,0.010043323881836866
clean_stable,Clean CTDE + stable reward,2801,0.01079540190061382
clean_stable,Clean CTDE + stable reward,2826,0.015352254888457562
clean_stable,Clean CTDE + stable reward,2851,0.015377354892007155
clean_stable,Clean CTDE + stable reward,2876,0.01966267063009584
clean_stable,Clean CTDE + stable reward,2901,0.021238918591443525
clean_stable,Clean CTDE + stable reward,2926,0.018664594097099346
clean_stable,Clean CTDE + stable reward,2951,0.020186579342007484
clean_stable,Clean CTDE + stable reward,2976,0.01521057477290017
clean_stable,Clean CTDE + stable reward,3001,0.012844318781171777
clean_stable,Clean CTDE + stable reward,3026,0.008331115799446733
clean_stable,Clean CTDE + stable reward,3051,0.008413215804102973
clean_stable,Clean CTDE + stable reward,3076,0.004174450067293972
clean_stable,Clean CTDE + stable reward,3101,0.0032555738606606845
clean_stable,Clean CTDE + stable reward,3126,0.005637803865174668
clean_stable,Clean CTDE + stable reward,3151,0.006390331928487305
clean_stable,Clean CTDE + stable reward,3176,0.006572381929363488
clean_stable,Clean CTDE + stable reward,3201,0.008737193338820372
clean_stable,Clean CTDE + stable reward,3226,0.008741593337326787
clean_stable,Clean CTDE + stable reward,3251,0.010864211693551631
clean_stable,Clean CTDE + stable reward,3276,0.012758988051209603
clean_stable,Clean CTDE + stable reward,3301,0.010249999305306129
clean_stable,Clean CTDE + stable reward,3326,0.008075869303720541
clean_stable,Clean CTDE + stable reward,3351,0.005958056001472872
clean_stable,Clean CTDE + stable reward,3376,0.0059449060048064025
clean_stable,Clean CTDE + stable reward,3401,0.008721748086172742
