episode,process_cpu_percent,rss_mb,slot,system_available_mb,system_memory_percent,training_step,run,algorithm,network,reward_version,env_protocol,method,method_label,training_seed,node_count,beam_count,azimuth_cells,elevation_cells,slot_duration_ms
22,,705.69140625,199,12620.65625,61.03006265198471,6800,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
22,,705.703125,299,12715.11328125,60.73839916658616,6900,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
23,,708.3359375,99,15602.04296875,51.8241662755667,7000,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
23,,708.34765625,199,15590.9375,51.858457631961706,7100,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
23,,708.359375,299,15653.33203125,51.665796416450725,7200,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
24,,708.375,99,12586.03125,61.13697738398805,7300,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
24,,708.375,199,12488.65234375,61.43766300606739,7400,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
24,,709.09375,299,12335.09765625,61.911807649010896,7500,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
25,,711.546875,99,15360.71875,52.569324807655406,7600,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
25,,711.546875,199,15337.625,52.64063346013778,7700,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
25,,711.6484375,299,15355.44140625,52.58562013740907,7800,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
26,,730.37109375,99,12753.72265625,60.6191815209272,7900,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
26,,730.515625,199,12883.77734375,60.21759994519172,8000,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
26,,730.46484375,299,12879.59765625,60.23050594285007,8100,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
27,,713.36328125,99,15310.453125,52.724534506597074,8200,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
27,,713.375,199,15129.890625,53.2820736054376,8300,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
27,,713.7265625,299,14561.19921875,55.03807329617612,8400,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
28,,714.03515625,99,12347.875,61.87235389355254,8500,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
28,,714.03515625,199,12352.0078125,61.85959263605485,8600,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
28,,714.140625,299,12578.0,61.16177619818015,8700,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
29,,723.203125,99,12899.109375,60.170257850977706,8800,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
29,,723.91015625,199,13089.71484375,59.581708172716986,8900,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
29,,723.91015625,299,13275.55078125,59.00788580580285,9000,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
30,,716.61328125,99,12526.171875,61.32181056914364,9100,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
30,,716.61328125,199,12439.30078125,61.59005027187629,9200,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
30,,716.61328125,299,12633.42578125,60.99063301988645,9300,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
31,,729.5,99,12855.75390625,60.30413043790291,9400,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
31,,729.375,199,13068.53125,59.64711866365269,9500,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
31,,729.375,299,13244.0859375,59.10504263864207,9600,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
32,,724.1328125,99,15400.67578125,52.44594588237763,9700,train_n10_b10_collision_reward_100ep_300slot_seed20260731,isac_mappo,shared,collision_topology,isac_structured_marl,collision_reward,Collision-reward ISAC-MAPPO,20260731,10,648,36,18,5.0
