access_gate_aggressive_count,access_gate_aggressive_ratio,access_gate_backoff_count,access_gate_backoff_ratio,access_gate_normal_count,access_gate_normal_ratio,active_actions,algorithm,beam_candidate_count_mean_active,beam_score_gap_mean_active,beam_selected_score_mean_active,beam_top1_rate_active,beam_top3_rate_active,collision_count,discovered_edges,discovery_rate,empty_scan_ratio,env_protocol,episode,episode_cumulative_reward,idle_actions,lambda2,lcc_ratio,new_edges_count,reward_mean,reward_sum,rx_actions,scan_actions,seed,sense_actions,slot,training_step,true_edges,tx_actions
0,0.0,0,0.0,1410,1.0,6,isac_mappo,4.833333333333333,0.2628772954146067,0.6537893712520599,0.6666666666666666,0.8333333333333334,0,25,0.5555555555555556,0.3634165995165189,wang2025_isac_tables,5,88.7729617874138,169,1.3496275347891509,1.0,0,-0.0067470460198819,-0.0674704611301422,434,1241,2026091606,0,140,1141,45,807
0,0.0,0,0.0,1610,1.0,9,isac_mappo,6.222222222222222,0.4200255341000027,0.5799744658999972,0.4444444444444444,0.5555555555555556,0,29,0.6444444444444445,0.3412017167381974,wang2025_isac_tables,5,100.33857838483527,212,1.6543484747537858,1.0,0,-0.0067545161582529,-0.0675451606512069,487,1398,2026091606,0,160,1161,45,911
0,0.0,0,0.0,1810,1.0,9,isac_mappo,5.555555555555555,0.5706455409526825,0.4293544590473175,0.1111111111111111,0.6666666666666666,0,31,0.6888888888888889,0.3228498074454429,wang2025_isac_tables,5,105.1695665786974,252,2.740618284170054,1.0,0,-0.0156033355742692,-0.1560333520174026,539,1558,2026091606,0,180,1181,45,1019
0,0.0,0,0.0,10,1.0,10,isac_mappo,105.0,0.0,0.5,1.0,1.0,0,0,0.0,0.8,wang2025_isac_tables,6,-0.1339999884366989,0,0.0,0.1,0,-0.0133999986574053,-0.1339999884366989,4,10,2026091607,0,0,1201,45,6
0,0.0,0,0.0,210,1.0,10,isac_mappo,36.1,0.642205685377121,0.357794314622879,0.0,0.1,0,0,0.0,0.8144329896907216,wang2025_isac_tables,6,-3.1323748379945755,16,0.0,0.1,0,-0.0132374968379735,-0.1323749721050262,67,194,2026091607,0,20,1221,45,127
0,0.0,0,0.0,410,1.0,9,isac_mappo,14.88888888888889,0.3553689387109544,0.6446310612890456,0.2222222222222222,0.2222222222222222,0,3,0.0666666666666666,0.675531914893617,wang2025_isac_tables,6,10.102200120687485,34,0.0,0.2,0,-0.0124499993398785,-0.1244999915361404,131,376,2026091607,0,40,1241,45,245
0,0.0,0,0.0,610,1.0,8,isac_mappo,11.0,0.1962848380208015,0.8037151619791985,0.0,0.25,0,9,0.2,0.5575539568345323,wang2025_isac_tables,6,36.14974628202617,54,1.3549403842396539e-16,0.8,0,-0.0063015474006533,-0.0630154758691787,192,556,2026091607,0,60,1261,45,364
0,0.0,0,0.0,810,1.0,8,isac_mappo,6.375,0.296364588662982,0.703635411337018,0.25,0.75,0,14,0.3111111111111111,0.5027397260273972,wang2025_isac_tables,6,54.09735045023263,80,0.5271948224951105,1.0,0,-0.0101218484342098,-0.1012184843420982,246,730,2026091607,0,80,1281,45,484
0,0.0,0,0.0,1010,1.0,6,isac_mappo,4.833333333333333,0.1069016903638839,0.8097649763027827,0.6666666666666666,0.8333333333333334,2,18,0.4,0.4574944071588367,wang2025_isac_tables,6,66.85045216418803,116,1.2524866926149314,1.0,0,-0.0042478190734982,-0.0424781888723373,295,894,2026091607,0,100,1301,45,599
0,0.0,0,0.0,1210,1.0,9,isac_mappo,16.666666666666668,0.4153127041127946,0.4735761847760942,0.3333333333333333,0.4444444444444444,2,18,0.4,0.411875589066918,wang2025_isac_tables,6,65.19584252685308,149,1.2524866926149314,1.0,0,-0.0039163576439023,-0.0391635745763778,350,1061,2026091607,0,120,1321,45,711
0,0.0,0,0.0,1410,1.0,7,isac_mappo,3.857142857142857,0.1447872274688312,0.7837842011025974,0.7142857142857143,1.0,2,19,0.4222222222222222,0.3703099510603589,wang2025_isac_tables,6,67.09200061485171,184,1.2538905403331302,1.0,1,0.3222438991069793,3.2224390506744385,406,1226,2026091607,0,140,1341,45,820
0,0.0,0,0.0,1610,1.0,9,isac_mappo,4.0,0.3029890408118565,0.6414554036325879,0.4444444444444444,0.8888888888888888,2,23,0.5111111111111111,0.3570914326853852,wang2025_isac_tables,6,78.37707900255919,221,2.585786437626905,1.0,0,-0.006333218421787,-0.0633321851491928,455,1389,2026091607,0,160,1361,45,934
0,0.0,0,0.0,1810,1.0,6,isac_mappo,4.0,0.5259703557627896,0.390696310903877,0.3333333333333333,0.8333333333333334,2,26,0.5777777777777777,0.340953625081646,wang2025_isac_tables,6,86.042728850618,279,2.732046075838782,1.0,0,-0.0124555127695202,-0.1245551258325576,493,1531,2026091607,0,180,1381,45,1038
0,0.0,0,0.0,10,1.0,10,isac_mappo,105.0,0.0,0.5,1.0,1.0,0,0,0.0,0.9,wang2025_isac_tables,7,-0.1834999769926071,0,0.0,0.1,0,-0.0183499976992607,-0.1834999769926071,1,10,2026091608,0,0,1401,45,9
0,0.0,0,0.0,210,1.0,9,isac_mappo,36.333333333333336,0.6881211996078491,0.3118788003921509,0.1111111111111111,0.4444444444444444,0,0,0.0,0.7908163265306123,wang2025_isac_tables,7,-2.978999711573124,14,0.0,0.1,0,-0.0093249985948205,-0.0932499840855598,67,196,2026091608,0,20,1421,45,129
