episode,process_cpu_percent,rss_mb,slot,system_available_mb,system_memory_percent,training_step,run,algorithm,network,reward_version,env_protocol,node_count,beam_count,azimuth_cells,elevation_cells,slot_duration_ms
9,,457.01171875,274,20519.125,36.641249088287765,2975,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
9,,462.08984375,299,20546.765625,36.55590064022192,3000,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
10,,718.2265625,24,20237.078125,37.51215063494493,3025,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
10,,718.2265625,49,20234.00390625,37.52164317714784,3050,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
10,,718.23046875,74,20233.26953125,37.52391077299809,3075,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
10,,718.234375,99,20231.5859375,37.5291093571016,3100,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
10,,718.234375,124,20264.57421875,37.42724846904111,3125,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
10,,718.23828125,149,20267.05859375,37.41957724052642,3150,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
10,,718.2421875,174,20267.3515625,37.41867261452233,3175,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
10,,718.2421875,199,20242.9140625,37.49413048494347,3200,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
10,,718.24609375,224,20235.0078125,37.51854332537384,3225,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
10,,718.25,249,20231.11328125,37.5305688203882,3250,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
10,,718.30078125,274,20229.3125,37.53612925489334,3275,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
10,,718.31640625,299,20242.28125,37.49608447711231,3300,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
11,,703.5859375,24,20272.0859375,37.40405385829625,3325,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
11,,703.5859375,49,20271.5703125,37.40564600006344,3350,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
11,,703.5859375,74,20251.625,37.467232938421866,3375,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
11,,703.5859375,99,20272.76953125,37.40194306428671,3400,train_n10_b10_isac_mappo_contention_shared_collision_topology_300slot,isac_mappo,contention_shared,collision_topology,isac_structured_marl,10,648,36,18,5.0
